Wed Aug 26 14:44:09 2020    profile/one_dim.out

         4791189 function calls (4776247 primitive calls) in 5.154 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    60966    0.005    0.000    0.005    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/csr.py:235(_swap)
      378    0.004    0.000    0.005    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:114(_broadcast_to)
      642    0.001    0.000    0.005    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2418(cumsum)
      232    0.004    0.000    0.005    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/construct.py:602(<listcomp>)
      837    0.003    0.000    0.005    0.000 /usr/lib/python3.8/functools.py:33(update_wrapper)
       56    0.000    0.000    0.005    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/coo.py:291(transpose)
        1    0.000    0.000    0.005    0.005 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/npyio.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/uarray.py:1(<module>)
      659    0.004    0.000    0.004    0.000 {built-in method scipy.sparse._sparsetools.coo_tocsr}
     6555    0.002    0.000    0.004    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/numeric.py:1816(isscalar)
      310    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
        8    0.003    0.000    0.004    0.001 /home/mary/mypydmrg/dmrg/dmrg_iter.py:127(get_density_in_sector)
     6944    0.004    0.000    0.004    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_util.py:143(prod)
     2704    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
        1    0.000    0.000    0.004    0.004 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_uarray/__init__.py:1(<module>)
    45429    0.004    0.000    0.004    0.000 /home/mary/mypydmrg/basics/basis.py:147(partinum)
        1    0.000    0.000    0.004    0.004 /home/mary/.local/lib/python3.8/site-packages/numpy/core/shape_base.py:1(<module>)
      466    0.001    0.000    0.004    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/deprecation.py:9(wrap)
        1    0.000    0.000    0.004    0.004 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_uarray/_backend.py:1(<module>)
    13750    0.003    0.000    0.004    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/coo.py:594(isspmatrix_coo)
      424    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(nonzero)
     1229    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.8/multiprocessing/reduction.py:10(<module>)
        1    0.000    0.000    0.004    0.004 /home/mary/mypydmrg/dmrg/dmrg_init.py:16(init_first_site)
      129    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(unique)
      717    0.003    0.000    0.004    0.000 {built-in method numpy.fromiter}
      304    0.003    0.000    0.004    0.000 /home/mary/mypydmrg/fermionic/block.py:389(idx_to_idxpair)
     3472    0.003    0.000    0.004    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/sputils.py:315(check_reshape_kwargs)
      650    0.001    0.000    0.004    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/compressed.py:124(_set_self)
       36    0.000    0.000    0.004    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/base.py:541(__rmul__)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/matrixlib/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/matfuncs.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/__init__.py:1(<module>)
     1318    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(empty_like)
       50    0.000    0.000    0.003    0.000 /home/mary/mypydmrg/dmrghelpers/superblockhelper.py:11(extend_merge_to_superblock)
      178    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(diff)
       30    0.000    0.000    0.003    0.000 /usr/lib/python3.8/sre_compile.py:598(_code)
       39    0.000    0.000    0.003    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/dok.py:114(_update)
      286    0.001    0.000    0.003    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/overrides.py:72(verify_matching_signatures)
      642    0.003    0.000    0.003    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       50    0.001    0.000    0.003    0.000 /home/mary/mypydmrg/fermionic/superblock.py:21(__init__)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_pep440.py:1(<module>)
     1229    0.003    0.000    0.003    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.8/socket.py:4(<module>)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.8/tracemalloc.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/matrixlib/defmatrix.py:1(<module>)
        7    0.000    0.000    0.003    0.000 /usr/lib/python3.8/enum.py:434(_convert_)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1(<module>)
      580    0.003    0.000    0.003    0.000 {built-in method scipy.sparse._sparsetools.csc_matvec}
        4    0.000    0.000    0.003    0.001 /home/mary/mypydmrg/dmrghelpers/hamhelper.py:69(update_rightblockextend_hamiltonian)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.8/platform.py:3(<module>)
    10416    0.002    0.000    0.003    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/sputils.py:276(<genexpr>)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/scipy/linalg/misc.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/py3k.py:1(<module>)
      129    0.001    0.000    0.003    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:149(unique)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/linalg/__init__.py:1(<module>)
      272    0.001    0.000    0.003    0.000 /home/mary/mypydmrg/fermionic/baseop.py:17(__init__)
    13928    0.003    0.000    0.003    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/csc.py:230(_swap)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/scipy/special/__init__.py:1(<module>)
      178    0.003    0.000    0.003    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:1152(diff)
      488    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
      424    0.000    0.000    0.003    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1816(nonzero)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/core/defchararray.py:1(<module>)
      318    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(atleast_1d)
   221/30    0.001    0.000    0.003    0.000 /usr/lib/python3.8/sre_compile.py:71(_compile)
     2100    0.003    0.000    0.003    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_pep440.py:285(Version)
      515    0.003    0.000    0.003    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.003    0.003 /home/mary/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.8/secrets.py:1(<module>)
       62    0.001    0.000    0.003    0.000 /home/mary/mypydmrg/basics/basis.py:250(__init__)
      252    0.003    0.000    0.003    0.000 {built-in method scipy.sparse._sparsetools.csr_matmat}
       50    0.001    0.000    0.002    0.000 /home/mary/mypydmrg/fermionic/block.py:291(get_spin_sector)
      468    0.001    0.000    0.002    0.000 <__array_function__ internals>:2(concatenate)
       23    0.001    0.000    0.002    0.000 /usr/lib/python3.8/collections/__init__.py:313(namedtuple)
      340    0.002    0.000    0.002    0.000 /home/mary/mypydmrg/fermionic/block.py:238(idx_to_idxpair)
      616    0.001    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/_inspect.py:96(getargspec)
      467    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(ravel)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.8/pathlib.py:1(<module>)
      245    0.002    0.000    0.002    0.000 {built-in method io.open_code}
    17345    0.002    0.000    0.002    0.000 /home/mary/mypydmrg/basics/basis.py:278(dim)
      129    0.002    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:309(_unique1d)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.8/shutil.py:1(<module>)
       31    0.000    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:569(find_common_type)
      328    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:147(__enter__)
      307    0.000    0.000    0.002    0.000 /usr/lib/python3.8/enum.py:278(__call__)
     6782    0.002    0.000    0.002    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:1(<module>)
      535    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:376(cached)
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/numpy/polynomial/__init__.py:1(<module>)
      318    0.001    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/shape_base.py:24(atleast_1d)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1015(_cache_bytecode)
7057/7054    0.002    0.000    0.002    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1020(set_data)
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/scipy/linalg/lapack.py:1(<module>)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:120(_write_atomic)
    20335    0.002    0.000    0.002    0.000 /home/mary/mypydmrg/basics/basis.py:40(dim)
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/csgraph/__init__.py:1(<module>)
     2704    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/numpy/core/_add_newdocs.py:1(<module>)
    14475    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
      189    0.001    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/coo.py:319(toarray)
      146    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(tile)
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/financial.py:1(<module>)
       39    0.000    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/compressed.py:1022(toarray)
      291    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
      694    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
      245    0.002    0.000    0.002    0.000 {method 'read' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.002    0.000 /usr/lib/python3.8/enum.py:381(_create_)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.8/inspect.py:1(<module>)
     2594    0.002    0.000    0.002    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.8/tracemalloc.py:525(take_snapshot)
    20151    0.002    0.000    0.002    0.000 /home/mary/mypydmrg/basics/basis.py:137(dim)
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/numpy/ma/core.py:1(<module>)
        1    0.002    0.002    0.002    0.002 {built-in method _tracemalloc._get_traces}
       69    0.002    0.000    0.002    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/scimath.py:1(<module>)
      282    0.000    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/function_base.py:451(add_newdoc)
     5345    0.001    0.000    0.002    0.000 /usr/lib/python3.8/tracemalloc.py:199(__hash__)
       26    0.000    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/fft/_basic.py:16(_dispatch)
       26    0.000    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_uarray/_backend.py:93(generate_multimethod)
       62    0.001    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:545(_can_coerce_all)
    10580    0.002    0.000    0.002    0.000 /home/mary/mypydmrg/basics/basis.py:392(iter_idx)
     3877    0.002    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/dok.py:128(getnnz)
     2268    0.002    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/dok.py:225(_set_intXint)
      390    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
       62    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(prod)
      366    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/numpy/fft/__init__.py:1(<module>)
       26    0.000    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/_lib/_uarray/_backend.py:225(get_defaults)
      146    0.001    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/shape_base.py:1171(tile)
      467    0.001    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1705(ravel)
      426    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
      220    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(atleast_2d)
        1    0.000    0.000    0.002    0.002 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/__init__.py:1(<module>)
      378    0.001    0.000    0.002    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:183(_broadcast_shape)
       33    0.000    0.000    0.001    0.000 /usr/lib/python3.8/inspect.py:2206(_signature_from_callable)
      252    0.001    0.000    0.001    0.000 {built-in method scipy.sparse._sparsetools.csr_matmat_maxnnz}
        8    0.001    0.000    0.001    0.000 /usr/lib/python3.8/enum.py:129(__new__)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:1(<module>)
       62    0.000    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2881(prod)
     3472    0.001    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/sputils.py:291(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/dsolve/__init__.py:1(<module>)
     1029    0.001    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/base.py:673(__getattr__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/multiprocessing/process.py:10(<module>)
     2447    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      280    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(shape)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/linalg/eigen/arpack/__init__.py:1(<module>)
      612    0.001    0.000    0.001    0.000 /home/mary/.local/lib/python3.8/site-packages/numpy/compat/_inspect.py:65(getargs)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/sparse/csr.py:1(<module>)
       33    0.000    0.000    0.001    0.000 /usr/lib/python3.8/inspect.py:2112(_signature_from_function)
        1    0.000    0.000    0.001    0.001 /home/mary/.local/lib/python3.8/site-packages/scipy/fft/_helper.py:1(<module>)
